ID,Model_year,Memory_GB,Storage_GB,Storage_type,Memory_type,Grade,Screen_size,Touch_screen,Price_euro
2493,2022.0,4,2000,SSD,DDR4,A,"12""",No,355.0
2494,2019.0,16,1024,SSD,DDR4,C,"12""",No,545.0
2495,2021.0,32,128,SSD,DDR4,A,"15""",No,995.0
2496,2020.0,4,512,SSD,DDR4,C,"16""",No,385.0
2497,2018.0,4,2000,SSD,DDR4,A,"14""",No,405.0
2498,2020.0,8,256,SSD,DDR4,A,"12""",No,475.0
2499,2020.0,16,120,SSD,DDR4,C,"14""",No,635.0
2500,2017.0,8,256,HDD,DDR4,C,"15""",No,475.0
2501,2021.0,8,256,SSD,DDR4,A,"12""",No,405.0
2502,2019.0,8,256,SSD,DDR4,C,"15""",No,425.0
2503,2020.0,4,512,SSD,DDR4,A,"14""",No,355.0
2504,2021.0,4,512,SSD,DDR4,B,"16""",No,405.0
2505,2017.0,16,120,SSD,DDR4,C,"14""",No,605.0
2506,2017.0,16,256,SSD,DDR4,A,"12""",No,615.0
2507,2014.0,8,512,SSD,DDR3,C,"14""",No,355.0
2508,2016.0,8,256,SSD,DDR4,B,"14""",No,425.0
2509,2021.0,32,256,SSD,DDR4,B,"15""",No,875.0
2510,2018.0,4,120,SSD,DDR4,C,"14""",No,315.0
2511,2021.0,8,128,SSD,DDR4,C,"12""",Yes,485.0
2512,2016.0,16,128,SSD,DDR4,C,"14""",No,615.0
2513,2016.0,8,512,SSD,DDR4,C,"15""",No,395.0
2514,2015.0,8,512,SSD,DDR3,C,"15""",No,325.0
2515,2017.0,8,512,HDD,DDR4,C,"15""",No,465.0
2516,,16,512,SSD,DDR4,A,"15""",Yes,945.0
2517,2019.0,16,256,SSD,DDR4,C,"14""",No,505.0
2518,2020.0,8,512,SSD,DDR4,C,"15""",No,435.0
2519,2017.0,16,256,HDD,DDR4,A,"15""",No,665.0
2520,2020.0,4,512,SSD,DDR4,C,"14""",No,365.0
2521,2018.0,16,128,SSD,DDR4,C,"15""",No,555.0
2522,2020.0,32,256,SSD,DDR4,C,"15""",No,955.0
2523,2022.0,32,512,HDD,DDR4,A,"15""",No,945.0
2524,2016.0,8,128,SSD,DDR4,C,"15""",No,465.0
2525,2016.0,6,512,HDD,DDR4,C,"15""",No,465.0
2526,2023.0,4,256,SSD,DDR4,B,"16""",No,435.0
2527,2022.0,16,512,SSD,DDR4,A,"12""",No,795.0
2528,2020.0,16,128,SSD,DDR4,B,"15""",No,605.0
2529,2020.0,8,256,HDD,DDR4,,"15""",No,405.0
2530,2019.0,8,1024,SSD,DDR4,C,"14""",No,415.0
2531,2017.0,8,2000,HDD,DDR4,C,"15""",No,495.0
2532,2021.0,16,1024,SSD,DDR4,A,"15""",No,755.0
2533,2016.0,16,128,HDD,DDR4,C,"15""",No,545.0
2534,2017.0,6,256,SSD,DDR4,C,"12""",No,345.0
2535,2020.0,8,512,SSD,DDR4,A,"16""",No,535.0
2536,2016.0,16,2000,HDD,DDR4,C,"15""",No,755.0
2537,2021.0,16,256,SSD,DDR4,B,"14""",No,615.0
2538,2016.0,4,512,SSD,DDR4,C,"12""",No,275.0
2539,2018.0,16,512,SSD,DDR4,C,"12""",No,675.0
2540,2021.0,4,256,SSD,DDR4,C,"15""",No,345.0
2541,2017.0,8,256,HDD,DDR4,C,"12""",No,435.0
2542,2016.0,8,2000,SSD,DDR4,C,"15""",No,505.0
2543,2017.0,16,512,HDD,DDR4,C,"12""",No,525.0
2544,2017.0,4,256,HDD,DDR4,C,"14""",No,375.0
2545,2017.0,16,512,SSD,DDR4,C,"15""",No,545.0
2546,2019.0,32,256,HDD,DDR4,C,"15""",No,1145.0
2547,2017.0,4,256,HDD,DDR4,C,"12""",No,235.0
2548,2018.0,8,512,SSD,DDR4,C,"12""",No,405.0
2549,2020.0,8,256,HDD,DDR4,B,"14""",No,415.0
2550,2019.0,12,256,SSD,DDR4,C,"16""",No,515.0
2551,2021.0,4,2000,HDD,DDR4,B,"15""",No,405.0
2552,2016.0,12,1024,HDD,DDR4,C,"15""",No,585.0
2553,2020.0,16,512,SSD,DDR4,A,"15""",No,745.0
2554,2021.0,12,1024,SSD,DDR4,A,"14""",No,655.0
2555,2020.0,8,256,SSD,DDR4,A,"15""",Yes,555.0
2556,2021.0,8,256,SSD,DDR4,C,"14""",No,435.0
2557,2018.0,4,1024,SSD,DDR4,C,"15""",No,395.0
2558,2023.0,32,512,SSD,DDR4,A,"14""",No,1035.0
2559,2022.0,8,512,HDD,DDR4,A,"14""",No,465.0
2560,2019.0,32,120,SSD,DDR4,B,"16""",No,1185.0
2561,2016.0,8,1024,SSD,DDR4,C,"12""",No,415.0
2562,2022.0,8,1024,SSD,DDR4,A,"12""",No,585.0
2563,2019.0,32,2000,SSD,DDR4,A,"12""",No,1165.0
2564,2023.0,4,256,HDD,DDR4,B,"16""",No,405.0
2565,2021.0,4,1024,SSD,DDR4,A,"14""",No,465.0
2566,2022.0,8,512,SSD,DDR4,A,"16""",No,595.0
2567,2021.0,32,512,SSD,DDR4,C,"14""",No,835.0
2568,2021.0,4,512,SSD,DDR4,C,"15""",No,395.0
2569,2019.0,8,512,SSD,DDR4,A,"15""",No,475.0
2570,2018.0,16,256,SSD,DDR4,C,"15""",No,585.0
2571,2021.0,8,512,HDD,DDR4,A,"14""",No,545.0
2572,2016.0,8,1024,HDD,DDR4,C,"15""",No,465.0
2573,2023.0,8,1024,SSD,DDR4,A,"15""",No,605.0
2574,2021.0,8,512,SSD,DDR4,A,"14""",No,565.0
2575,2021.0,4,1024,SSD,DDR4,B,"15""",No,425.0
2576,2016.0,8,256,HDD,DDR4,C,"15""",No,465.0
2577,2019.0,32,128,SSD,DDR4,A,"15""",No,1055.0
2578,2021.0,8,256,SSD,DDR4,B,"14""",No,475.0
2579,2015.0,32,512,SSD,DDR3,A,"15""",No,825.0
2580,2020.0,16,512,SSD,DDR4,A,"15""",No,735.0
2581,2019.0,16,256,HDD,DDR4,A,"15""",No,735.0
2582,2021.0,12,1024,HDD,DDR4,B,"15""",No,585.0
2583,2021.0,4,512,SSD,DDR4,A,"14""",No,465.0
2584,2019.0,8,256,SSD,DDR4,C,"12""",No,335.0
2585,2021.0,16,128,SSD,DDR4,B,"14""",No,555.0
2586,2019.0,16,256,SSD,DDR4,C,"15""",No,605.0
2587,2017.0,32,512,HDD,DDR4,C,"15""",No,965.0
2588,2017.0,8,512,HDD,DDR4,C,"12""",No,375.0
2589,2021.0,8,512,SSD,DDR4,A,"16""",No,555.0
2590,2020.0,16,256,SSD,DDR4,C,"12""",No,485.0
2591,2021.0,8,256,SSD,DDR4,B,"16""",Yes,645.0
2592,2021.0,8,512,SSD,DDR4,A,"14""",No,505.0
2593,2018.0,32,128,SSD,DDR4,B,"15""",No,1195.0
2594,,8,512,HDD,DDR4,A,"12""",Yes,575.0
2595,2018.0,4,128,SSD,DDR4,C,"12""",No,215.0
2596,2020.0,16,128,SSD,DDR4,A,"12""",Yes,805.0
2597,2023.0,6,512,SSD,DDR4,A,"16""",No,545.0
2598,2015.0,6,256,SSD,DDR3,C,"12""",No,295.0
2599,2019.0,16,512,SSD,DDR4,C,"16""",No,695.0
2600,2017.0,32,128,HDD,DDR4,C,"15""",No,1125.0
2601,2017.0,6,128,SSD,DDR4,C,"15""",No,405.0
2602,2018.0,8,256,SSD,DDR4,C,"15""",No,465.0
2603,2021.0,12,256,SSD,DDR4,A,"16""",No,695.0
2604,2021.0,16,256,SSD,DDR4,C,"14""",Yes,595.0
2605,2017.0,4,512,HDD,DDR4,B,"14""",No,405.0
2606,2022.0,16,1024,SSD,DDR4,A,"12""",No,625.0
2607,2018.0,16,256,SSD,DDR4,C,"15""",No,695.0
2608,2019.0,32,512,SSD,DDR4,C,"15""",No,905.0
2609,2021.0,4,120,SSD,DDR4,C,"15""",No,395.0
2610,2020.0,16,256,HDD,DDR4,C,"12""",No,585.0
2611,2019.0,32,1024,HDD,DDR4,C,"15""",No,1135.0
2612,2021.0,4,256,SSD,DDR4,A,"14""",No,405.0
2613,2019.0,4,512,SSD,DDR4,C,"14""",No,325.0
2614,2020.0,16,512,SSD,DDR4,A,"14""",No,795.0
2615,2017.0,16,512,HDD,DDR4,C,"14""",No,525.0
2616,2016.0,16,256,SSD,DDR4,C,"15""",No,665.0
2617,2023.0,6,512,SSD,DDR4,A,"14""",No,445.0
2618,2016.0,8,128,SSD,DDR4,C,"15""",No,455.0
2619,2015.0,16,1024,SSD,DDR3,A,"15""",No,585.0
2620,2017.0,16,256,HDD,DDR4,C,"12""",No,435.0
2621,2020.0,16,256,HDD,DDR4,A,"15""",No,705.0
2622,2017.0,16,256,HDD,DDR4,C,"15""",No,575.0
2623,2022.0,8,256,SSD,DDR4,A,"14""",No,575.0
2624,2021.0,16,256,SSD,DDR4,B,"15""",No,695.0
2625,2019.0,16,256,SSD,DDR4,B,"14""",No,655.0
2626,2021.0,16,120,SSD,DDR4,A,"14""",No,615.0
2627,2016.0,8,256,HDD,DDR4,C,"12""",No,355.0
2628,2020.0,8,128,HDD,DDR4,A,"14""",Yes,605.0
2629,2021.0,16,120,SSD,DDR4,C,"14""",No,615.0
2630,2020.0,4,512,SSD,DDR4,A,"14""",No,415.0
2631,2021.0,32,256,SSD,DDR4,A,"15""",No,1125.0
2632,2020.0,6,256,SSD,DDR4,C,"14""",No,365.0
2633,2022.0,4,128,SSD,DDR4,B,"15""",No,325.0
2634,,16,128,HDD,DDR4,C,"12""",No,485.0
2635,2022.0,8,256,SSD,DDR4,A,"14""",No,535.0
2636,2019.0,8,1024,HDD,DDR4,C,"14""",No,485.0
2637,2021.0,4,256,SSD,DDR4,C,"15""",No,345.0
2638,2019.0,8,512,SSD,DDR4,C,"16""",No,515.0
2639,2020.0,4,512,SSD,DDR4,A,"15""",No,395.0
2640,2019.0,16,256,HDD,DDR4,C,"12""",No,605.0
2641,2016.0,4,256,SSD,DDR4,C,"12""",No,285.0
2642,2017.0,16,256,SSD,DDR4,C,"15""",No,725.0
2643,2021.0,8,512,SSD,DDR4,B,"14""",No,535.0
2644,2021.0,8,1024,HDD,DDR4,C,"15""",No,515.0
2645,2018.0,16,128,SSD,DDR4,A,"14""",No,615.0
2646,2017.0,16,256,SSD,DDR4,C,"14""",No,685.0
2647,2022.0,16,1024,SSD,DDR4,C,"12""",Yes,685.0
2648,2021.0,16,2000,SSD,DDR4,B,"14""",No,715.0
2649,2020.0,12,128,SSD,DDR4,C,"12""",No,555.0
2650,2020.0,8,120,HDD,DDR4,C,"16""",No,415.0
2651,2020.0,8,512,HDD,DDR4,B,"12""",No,405.0
2652,2020.0,8,256,SSD,DDR4,C,"14""",No,425.0
2653,2021.0,8,256,SSD,DDR4,B,"12""",No,415.0
2654,2019.0,8,256,HDD,DDR4,A,"15""",No,595.0
2655,2015.0,8,128,SSD,DDR3,C,"15""",No,315.0
2656,2021.0,8,2000,SSD,DDR4,A,"15""",No,615.0
2657,2018.0,16,512,SSD,DDR4,C,"14""",No,605.0
2658,2019.0,6,512,HDD,DDR4,C,"14""",No,375.0
2659,2020.0,8,256,SSD,DDR4,A,"12""",No,445.0
2660,2017.0,16,128,HDD,DDR4,C,"15""",No,585.0
2661,2021.0,16,256,SSD,DDR4,C,"15""",No,765.0
2662,2014.0,32,128,HDD,DDR3,C,"14""",No,715.0
2663,2020.0,8,256,SSD,DDR4,B,"12""",No,355.0
2664,2021.0,8,256,SSD,DDR4,A,"15""",No,595.0
2665,2019.0,8,512,SSD,DDR4,C,"15""",No,535.0
2666,2020.0,8,256,HDD,DDR4,C,"15""",No,365.0
2667,2021.0,16,256,HDD,DDR4,B,"12""",No,695.0
2668,2023.0,4,512,SSD,DDR4,A,"14""",No,455.0
2669,2016.0,16,1024,SSD,DDR4,C,"15""",No,625.0
2670,2021.0,8,512,SSD,DDR4,,"16""",No,465.0
2671,2020.0,8,256,SSD,DDR4,C,"15""",No,435.0
2672,2020.0,16,256,SSD,DDR4,C,"15""",Yes,645.0
2673,2020.0,8,256,HDD,DDR4,B,"14""",No,425.0
2674,2017.0,6,512,SSD,DDR4,C,"14""",No,445.0
2675,2019.0,16,512,SSD,DDR4,A,"12""",No,795.0
2676,2019.0,8,1024,SSD,DDR4,C,"14""",No,475.0
2677,2021.0,16,1024,HDD,DDR4,A,"14""",No,845.0
2678,2022.0,16,120,SSD,DDR4,A,"12""",No,595.0
2679,2018.0,8,256,SSD,DDR4,C,"14""",No,395.0
2680,2021.0,6,256,SSD,DDR4,B,"15""",No,475.0
2681,2020.0,12,128,HDD,DDR4,B,"12""",No,535.0
2682,2021.0,32,256,HDD,DDR4,A,"15""",No,1275.0
2683,2021.0,8,256,SSD,DDR4,C,"15""",No,425.0
2684,2018.0,16,512,SSD,DDR4,C,"15""",No,725.0
2685,2020.0,8,256,SSD,DDR4,B,"12""",No,415.0
2686,2020.0,16,512,SSD,DDR4,C,"15""",No,645.0
2687,2021.0,8,512,SSD,DDR4,A,"15""",No,505.0
2688,2017.0,8,256,SSD,DDR4,C,"12""",No,325.0
2689,2018.0,32,256,SSD,DDR4,C,"15""",No,1165.0
2690,2018.0,16,256,HDD,DDR4,B,"15""",No,755.0
2691,2020.0,32,128,SSD,DDR4,C,"15""",Yes,955.0
2692,2017.0,32,256,SSD,DDR4,C,"12""",No,845.0
2693,2018.0,32,512,SSD,DDR4,A,"14""",No,1375.0
2694,2018.0,16,256,HDD,DDR4,C,"15""",No,525.0
2695,2021.0,12,128,SSD,DDR4,C,"12""",No,465.0
2696,2018.0,4,256,SSD,DDR4,C,"15""",No,385.0
2697,2019.0,8,256,SSD,DDR4,C,"15""",No,485.0
2698,2019.0,16,128,SSD,DDR4,A,"14""",No,655.0
2699,2013.0,4,512,HDD,DDR3,C,"12""",No,275.0
2700,2023.0,8,120,SSD,DDR4,C,"15""",No,435.0
2701,2020.0,8,1024,SSD,DDR4,C,"12""",No,385.0
2702,2020.0,6,256,HDD,DDR4,C,"16""",No,395.0
2703,,16,512,HDD,DDR3,C,"15""",No,465.0
2704,2021.0,8,512,SSD,DDR4,A,"15""",No,565.0
2705,2018.0,8,128,SSD,DDR4,C,"12""",No,415.0
2706,2021.0,4,512,HDD,DDR4,C,"16""",No,375.0
2707,2019.0,16,120,SSD,DDR4,B,"14""",No,655.0
2708,2017.0,6,256,SSD,DDR4,C,"15""",No,365.0
2709,2022.0,8,512,SSD,DDR4,A,"14""",No,505.0
2710,2016.0,16,128,SSD,DDR4,C,"15""",No,585.0
2711,2019.0,8,256,SSD,DDR4,C,"16""",No,485.0
2712,2015.0,8,256,HDD,DDR3,C,"12""",No,245.0
2713,2021.0,16,512,HDD,DDR4,C,"12""",No,535.0
2714,2018.0,8,512,SSD,DDR4,C,"12""",No,445.0
2715,2019.0,8,256,HDD,DDR4,C,"12""",No,435.0
2716,2017.0,4,256,SSD,DDR4,C,"14""",No,305.0
2717,2020.0,4,1024,SSD,DDR4,C,"12""",No,305.0
2718,2020.0,6,512,SSD,DDR4,C,"16""",No,485.0
2719,2018.0,16,512,HDD,DDR4,A,"15""",No,615.0
2720,2019.0,16,128,SSD,DDR4,C,"15""",No,685.0
2721,2022.0,8,1024,SSD,DDR4,B,"14""",No,465.0
2722,2019.0,16,256,SSD,DDR4,C,"15""",No,655.0
2723,2021.0,16,128,HDD,DDR4,A,"14""",No,785.0
2724,2022.0,16,512,HDD,DDR4,A,"15""",Yes,905.0
2725,2020.0,16,256,SSD,DDR4,A,"15""",Yes,815.0
2726,2021.0,16,512,SSD,DDR4,C,"12""",No,665.0
2727,2017.0,32,256,HDD,DDR4,C,"15""",No,875.0
2728,2017.0,8,256,HDD,DDR4,C,"12""",No,295.0
2729,2021.0,6,256,SSD,DDR4,A,"12""",No,415.0
2730,2020.0,8,256,SSD,DDR4,A,"14""",No,485.0
2731,2017.0,4,256,HDD,DDR4,C,"15""",No,335.0
2732,2020.0,4,256,SSD,DDR4,C,"14""",No,335.0
2733,2021.0,16,512,SSD,DDR4,B,"15""",No,695.0
2734,2017.0,8,256,HDD,DDR4,C,"15""",No,475.0
2735,2021.0,32,256,HDD,DDR4,A,"12""",No,995.0
2736,2020.0,32,256,SSD,DDR4,B,"12""",No,1105.0
2737,2019.0,16,512,SSD,DDR4,C,"16""",No,625.0
2738,2020.0,8,512,SSD,DDR4,A,"14""",No,445.0
2739,2017.0,16,128,SSD,DDR4,C,"15""",No,675.0
2740,2017.0,8,512,SSD,DDR4,C,"15""",No,475.0
2741,2016.0,8,256,SSD,DDR4,C,"14""",No,445.0
2742,2017.0,12,256,HDD,DDR4,A,"15""",No,575.0
2743,2020.0,16,256,SSD,DDR4,A,"15""",No,665.0
2744,2017.0,8,512,SSD,DDR4,C,"14""",No,415.0
2745,2020.0,32,128,HDD,DDR4,C,"12""",No,955.0
2746,2016.0,16,1024,HDD,DDR4,C,"15""",No,725.0
2747,2021.0,8,512,SSD,DDR4,C,"12""",No,405.0
2748,2020.0,16,512,SSD,DDR4,B,"12""",Yes,755.0
2749,2021.0,16,512,HDD,DDR4,A,"14""",No,705.0
2750,2020.0,32,1024,SSD,DDR4,A,"16""",Yes,1315.0
2751,2021.0,8,512,HDD,DDR4,A,"15""",No,465.0
2752,2023.0,16,512,HDD,DDR4,A,"12""",Yes,675.0
2753,2020.0,8,256,SSD,DDR4,C,"12""",No,375.0
2754,2019.0,8,128,SSD,DDR4,B,"16""",No,535.0
2755,2022.0,4,128,SSD,DDR4,C,"15""",No,315.0
2756,2018.0,8,1024,SSD,DDR4,C,"14""",No,425.0
2757,2020.0,16,1024,SSD,DDR4,C,"14""",Yes,595.0
2758,2019.0,6,256,SSD,DDR4,B,"14""",No,405.0
2759,2018.0,8,512,SSD,DDR4,C,"15""",No,465.0
2760,2023.0,4,1024,HDD,DDR4,C,"15""",No,405.0
2761,2017.0,4,256,HDD,DDR4,C,"14""",No,335.0
2762,2016.0,32,512,HDD,DDR4,C,"15""",No,1155.0
2763,2020.0,4,256,SSD,DDR4,B,"12""",No,295.0
2764,2017.0,8,512,HDD,DDR4,,"15""",No,365.0
2765,2021.0,8,512,SSD,DDR4,A,"14""",No,515.0
2766,2017.0,8,256,SSD,DDR4,C,"15""",No,445.0
2767,2020.0,16,512,HDD,DDR4,A,"15""",Yes,875.0
2768,2018.0,4,512,SSD,DDR4,A,"15""",No,395.0
2769,2019.0,4,128,SSD,DDR4,C,"12""",No,245.0
2770,2019.0,8,256,SSD,DDR4,C,"15""",No,465.0
2771,2018.0,32,128,SSD,DDR4,C,"15""",No,915.0
2772,2021.0,4,256,SSD,DDR4,A,"15""",No,355.0
2773,2019.0,16,256,SSD,DDR4,C,"14""",No,475.0
2774,2022.0,6,256,SSD,DDR4,B,"14""",No,445.0
2775,2015.0,16,512,SSD,DDR3,C,"15""",No,565.0
2776,2020.0,8,256,SSD,DDR4,C,"12""",No,395.0
2777,2018.0,8,1024,SSD,DDR4,C,"12""",No,415.0
2778,2018.0,32,256,SSD,DDR4,C,"14""",No,1095.0
2779,2014.0,8,1024,SSD,DDR3,C,"12""",No,305.0
2780,2021.0,8,512,SSD,DDR4,B,"15""",No,455.0
2781,2017.0,6,2000,HDD,DDR4,C,"12""",No,345.0
2782,2019.0,12,128,HDD,DDR4,A,"14""",No,545.0
2783,2022.0,8,1024,SSD,DDR4,B,"15""",No,595.0
2784,2021.0,8,256,SSD,DDR4,A,"12""",No,485.0
2785,2020.0,8,256,SSD,DDR4,C,"14""",No,415.0
2786,2022.0,16,128,SSD,DDR4,C,"14""",No,605.0
2787,2020.0,8,1024,HDD,DDR4,A,"15""",No,565.0
2788,2016.0,8,256,HDD,DDR4,C,"14""",No,465.0
2789,2018.0,4,1024,SSD,DDR4,C,"14""",No,365.0
2790,2013.0,4,128,SSD,DDR3,C,"12""",No,275.0
2791,2016.0,4,1024,HDD,DDR4,C,"14""",No,315.0
2792,2015.0,4,1024,HDD,DDR3,C,"15""",No,325.0
2793,2017.0,4,256,HDD,DDR4,C,"15""",No,305.0
2794,2019.0,16,512,SSD,DDR4,A,"14""",No,695.0
2795,2022.0,16,1024,SSD,DDR4,A,"14""",No,855.0
2796,2016.0,8,1024,SSD,DDR4,C,"14""",No,405.0
2797,2019.0,8,512,SSD,DDR4,C,"15""",No,465.0
2798,2020.0,16,128,SSD,DDR4,C,"12""",No,555.0
2799,2018.0,8,512,SSD,DDR4,A,"15""",No,545.0
2800,2018.0,12,128,SSD,DDR4,,"14""",No,525.0
2801,2020.0,16,512,SSD,DDR4,C,"14""",No,735.0
2802,2016.0,16,256,HDD,DDR4,C,"15""",No,635.0
2803,2017.0,16,512,SSD,DDR4,A,"14""",No,655.0
2804,2016.0,8,256,SSD,DDR4,,"14""",No,395.0
2805,2017.0,16,1024,HDD,DDR4,C,"15""",No,695.0
2806,2018.0,4,256,HDD,DDR4,C,"15""",No,345.0
2807,2017.0,8,512,HDD,DDR4,C,"12""",No,335.0
2808,2020.0,32,128,SSD,DDR4,C,"15""",No,995.0
2809,2019.0,8,128,SSD,DDR4,C,"12""",No,355.0
2810,2019.0,8,256,SSD,DDR4,C,"12""",No,385.0
2811,2019.0,4,256,HDD,DDR4,A,"12""",No,315.0
2812,2017.0,12,512,SSD,DDR4,B,"15""",No,575.0
2813,2021.0,16,128,SSD,DDR4,C,"12""",No,595.0
2814,2021.0,16,256,SSD,DDR4,A,"14""",No,735.0
2815,2021.0,4,512,SSD,DDR4,C,"15""",No,395.0
2816,2020.0,4,512,SSD,DDR4,B,"14""",No,425.0
2817,2020.0,16,128,HDD,DDR4,C,"14""",Yes,525.0
2818,2021.0,32,128,HDD,DDR4,A,"12""",No,955.0
2819,2016.0,12,512,HDD,DDR4,C,"12""",No,545.0
2820,2016.0,8,1024,HDD,DDR4,C,"14""",No,535.0
2821,2018.0,8,512,SSD,DDR4,A,"12""",No,435.0
2822,2020.0,12,256,HDD,DDR4,C,"16""",No,595.0
2823,2018.0,16,256,SSD,DDR4,C,"15""",No,655.0
2824,2020.0,6,2000,HDD,DDR4,B,"12""",No,445.0
2825,2018.0,16,512,SSD,DDR4,B,"15""",No,645.0
2826,2017.0,8,1024,SSD,DDR4,C,"15""",No,505.0
2827,2021.0,16,2000,SSD,DDR4,B,"12""",No,675.0
2828,2019.0,8,256,HDD,DDR4,C,"15""",No,485.0
2829,2025.0,16,512,SSD,DDR4,A,"12""",No,625.0
2830,2019.0,16,256,HDD,DDR4,C,"14""",No,485.0
2831,2020.0,32,128,SSD,DDR4,C,"15""",No,865.0
2832,2016.0,16,256,HDD,DDR4,C,"12""",No,505.0
2833,2020.0,12,256,SSD,DDR4,B,"12""",No,415.0
2834,2017.0,8,128,SSD,DDR4,C,"15""",No,455.0
2835,2019.0,8,128,SSD,DDR4,C,"15""",No,455.0
2836,2020.0,8,256,SSD,DDR4,C,"15""",Yes,455.0
2837,2019.0,8,256,HDD,DDR4,B,"15""",No,455.0
2838,2021.0,4,1024,SSD,DDR4,A,"12""",No,355.0
2839,2021.0,4,256,SSD,DDR4,,"15""",No,405.0
2840,2024.0,8,512,SSD,DDR4,B,"14""",No,495.0
2841,2018.0,4,1024,HDD,DDR4,C,"15""",No,405.0
2842,2021.0,8,256,HDD,DDR4,C,"12""",No,375.0
2843,2016.0,16,512,HDD,DDR4,C,"15""",No,595.0
2844,2019.0,12,128,SSD,DDR4,A,"14""",No,525.0
2845,2019.0,4,128,SSD,DDR4,A,"15""",No,405.0
2846,2018.0,8,256,HDD,DDR4,A,"14""",No,565.0
2847,2022.0,8,128,SSD,DDR4,A,"12""",No,465.0
2848,2019.0,16,256,HDD,DDR4,C,"15""",No,545.0
2849,2022.0,32,256,SSD,DDR4,A,"14""",No,1375.0
2850,2018.0,8,256,SSD,DDR4,C,"14""",No,355.0
2851,2019.0,8,256,HDD,DDR4,A,"12""",No,435.0
2852,2022.0,32,256,SSD,DDR4,A,"14""",Yes,1175.0
2853,2020.0,4,512,HDD,DDR4,A,"12""",No,305.0
2854,2022.0,4,1024,SSD,DDR4,A,"14""",No,465.0
2855,2018.0,6,512,SSD,DDR4,A,"12""",No,485.0
2856,2017.0,8,2000,HDD,DDR4,C,"12""",No,415.0
2857,2021.0,12,256,SSD,DDR4,C,"12""",No,525.0
2858,2017.0,4,512,SSD,DDR4,C,"15""",No,345.0
2859,2021.0,16,256,SSD,DDR4,C,"14""",Yes,535.0
2860,2019.0,16,256,SSD,DDR4,B,"12""",No,645.0
2861,2020.0,16,256,SSD,DDR4,C,"14""",No,615.0
2862,2022.0,16,128,HDD,DDR4,B,"14""",No,525.0
2863,2019.0,8,512,HDD,DDR4,C,"14""",No,485.0
2864,2017.0,8,256,HDD,DDR4,C,"15""",No,465.0
2865,2017.0,8,256,HDD,DDR4,A,"15""",No,405.0
2866,2020.0,16,1024,SSD,DDR4,A,"15""",No,775.0
2867,2019.0,8,120,SSD,DDR4,C,"14""",No,385.0
2868,2020.0,8,512,SSD,DDR4,C,"15""",No,465.0
2869,2015.0,8,120,HDD,DDR3,C,"15""",No,385.0
2870,2020.0,16,256,SSD,DDR4,A,"12""",No,615.0
2871,2021.0,16,256,SSD,DDR4,A,"12""",Yes,695.0
2872,2017.0,8,256,SSD,DDR4,C,"14""",No,465.0
2873,2020.0,4,512,HDD,DDR4,C,"15""",No,385.0
2874,2015.0,8,512,SSD,DDR3,,"14""",No,345.0
2875,2021.0,8,1024,SSD,DDR4,C,"15""",Yes,465.0
2876,2018.0,8,256,SSD,DDR4,C,"15""",No,475.0
2877,2022.0,32,256,SSD,DDR4,A,"12""",No,1175.0
2878,2021.0,6,256,SSD,DDR4,A,"12""",No,375.0
2879,2021.0,32,256,SSD,DDR4,C,"15""",Yes,885.0
2880,2022.0,8,128,SSD,DDR4,A,"14""",Yes,535.0
2881,2018.0,8,1024,SSD,DDR4,C,"15""",No,455.0
2882,2020.0,8,256,SSD,DDR4,C,"14""",No,435.0
2883,2020.0,8,128,SSD,DDR4,C,"15""",No,395.0
2884,2019.0,8,2000,HDD,DDR4,C,"16""",No,495.0
2885,2016.0,32,256,SSD,DDR4,C,"12""",No,905.0
2886,2020.0,8,256,SSD,DDR4,A,"14""",Yes,565.0
2887,2020.0,8,2000,HDD,DDR4,C,"16""",No,535.0
2888,2018.0,8,128,SSD,DDR4,C,"12""",No,385.0
2889,2021.0,4,120,SSD,DDR4,C,"14""",No,305.0
2890,2020.0,8,128,SSD,DDR4,A,"16""",No,525.0
2891,2019.0,8,512,SSD,DDR4,C,"15""",No,475.0
2892,2020.0,8,512,HDD,DDR4,C,"15""",No,435.0
2893,2017.0,8,512,SSD,DDR4,C,"15""",No,405.0
2894,2020.0,8,256,SSD,DDR4,C,"14""",No,485.0
2895,2020.0,32,256,SSD,DDR4,A,"15""",No,1025.0
2896,2018.0,8,1024,SSD,DDR4,C,"14""",No,505.0
2897,2018.0,32,512,HDD,DDR4,C,"15""",No,1085.0
2898,2019.0,4,512,SSD,DDR4,B,"14""",No,395.0
2899,2017.0,4,256,HDD,DDR4,C,"12""",No,295.0
2900,2020.0,32,512,HDD,DDR4,C,"16""",No,825.0
2901,2020.0,32,256,SSD,DDR4,B,"16""",No,1025.0
2902,2017.0,4,128,SSD,DDR4,,"15""",No,345.0
2903,2015.0,16,1024,SSD,DDR3,C,"15""",No,515.0
2904,2020.0,6,512,SSD,DDR4,C,"12""",No,325.0
2905,2019.0,8,1024,HDD,DDR4,C,"15""",No,475.0
2906,2022.0,12,120,SSD,DDR4,A,"14""",No,575.0
2907,2019.0,8,1024,SSD,DDR4,C,"15""",No,515.0
2908,2017.0,8,1024,HDD,DDR4,C,"15""",No,425.0
2909,2021.0,8,512,SSD,DDR4,A,"12""",No,535.0
2910,2020.0,4,512,SSD,DDR4,C,"14""",No,405.0
