marketplace_id,source,product_name,brand,category,price,rating,review_count,availability,description,product_url,image_url,scraped_date,processor_extracted,product_id,model_name,processor_name,ram_gb,ssd_gb,hdd_gb,operating_system,graphics,screen_size,resolution,no_of_cores,no_of_threads,spec_score,original_price,processor_family_market,processor_family_manufacturer
50,WebScraper.io,Acer Extensa 1...,ACER,Laptop,439.73,4.0,6,Available,"Acer Extensa 15 (2540) Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/static/product/80,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,717.0,Acer Nitro AN515-57 UN.QEHSI.003 Gaming Laptop,INTEL CORE I5,16.0,512.0,0.0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,6.0,12.0,67.0,62990.0,CORE I5,CORE I5
50,WebScraper.io,Acer Extensa 1...,ACER,Laptop,439.73,4.0,6,Available,"Acer Extensa 15 (2540) Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/static/product/80,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,754.0,Acer Aspire 3 A315-58 Laptop,11TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Iris Xe,15.6,1920 x 1080,4.0,8.0,55.0,53990.0,CORE I5,CORE I5
50,WebScraper.io,Acer Extensa 1...,ACER,Laptop,439.73,4.0,6,Available,"Acer Extensa 15 (2540) Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/static/product/80,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,796.0,Acer Aspire 7 A715-5G UN.QGBSI.002 Gaming Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,12.0,16.0,65.0,61990.0,CORE I5,CORE I5
50,WebScraper.io,Acer Extensa 1...,ACER,Laptop,439.73,4.0,6,Available,"Acer Extensa 15 (2540) Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/static/product/80,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,887.0,Acer TravelMate TMP214-53 Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Integrated Iris Xe,14.0,1920 x 1080,4.0,8.0,63.0,51990.0,CORE I5,CORE I5
50,WebScraper.io,Acer Extensa 1...,ACER,Laptop,439.73,4.0,6,Available,"Acer Extensa 15 (2540) Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/static/product/80,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,890.0,Acer Nitro 5 AN515-57 UN.QEHSI.004 Laptop,11TH GEN CORE I5,8.0,256.0,1000.0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,6.0,12.0,74.0,62999.0,CORE I5,CORE I5
50,WebScraper.io,Acer Extensa 1...,ACER,Laptop,439.73,4.0,6,Available,"Acer Extensa 15 (2540) Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/static/product/80,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,891.0,Acer TravelMate TMP214-53 Business Laptop,11TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Integrated Iris Xe,14.0,1920 x 1080,4.0,8.0,65.0,57990.0,CORE I5,CORE I5
50,WebScraper.io,Acer Extensa 1...,ACER,Laptop,439.73,4.0,6,Available,"Acer Extensa 15 (2540) Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/static/product/80,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,894.0,Acer Aspire 3 A315-59 Laptop,12TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Iris Xe Graphics,15.6,1920 x 1080,10.0,12.0,56.0,56699.0,CORE I5,CORE I5
50,WebScraper.io,Acer Extensa 1...,ACER,Laptop,439.73,4.0,6,Available,"Acer Extensa 15 (2540) Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/static/product/80,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,915.0,Acer Aspire 5 A515-56 UN.A1ESI.022,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Integrated,15.6,1920 x 1080,4.0,8.0,53.0,49994.0,CORE I5,CORE I5
50,WebScraper.io,Acer Extensa 1...,ACER,Laptop,439.73,4.0,6,Available,"Acer Extensa 15 (2540) Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/static/product/80,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,990.0,Acer Aspire 3 A315-58 Laptop,11TH GEN CORE I5,8.0,0.0,1000.0,Windows,Intel Integrated UHD,15.6,1920 x 1080,4.0,8.0,56.0,62999.0,CORE I5,CORE I5
51,WebScraper.io,Acer Aspire ES...,ACER,Laptop,454.62,1.0,9,Available,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/static/product/81,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,36.0,Acer Aspire 7 A715-51G NH.QGCSI.001 Gaming Laptop,12TH GEN CORE I5,8.0,512.0,0.0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,12.0,16.0,74.0,64990.0,CORE I5,CORE I5
51,WebScraper.io,Acer Aspire ES...,ACER,Laptop,454.62,1.0,9,Available,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/static/product/81,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,56.0,Acer Aspire 5 A515-57G UN.K9TSI.002 Gaming Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,4 GB NVIDIA GeForce RTX 2050,15.6,1920 x 1080,12.0,16.0,69.0,62990.0,CORE I5,CORE I5
51,WebScraper.io,Acer Aspire ES...,ACER,Laptop,454.62,1.0,9,Available,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/static/product/81,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,135.0,Acer Nitro 5 AN515-56 Gaming Laptop,11TH GEN CORE I5,16.0,512.0,0.0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,6.0,12.0,73.0,62990.0,CORE I5,CORE I5
51,WebScraper.io,Acer Aspire ES...,ACER,Laptop,454.62,1.0,9,Available,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/static/product/81,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,136.0,Acer Aspire 5 A515-57G Gaming Laptop,12TH GEN CORE I5,8.0,512.0,0.0,Windows,4 GB NVIDIA GeForce RTX 2050,15.6,1920 x 1080,12.0,16.0,67.0,59999.0,CORE I5,CORE I5
51,WebScraper.io,Acer Aspire ES...,ACER,Laptop,454.62,1.0,9,Available,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/static/product/81,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,138.0,Acer Aspire 7 A715-75G NH.QGBSI.001 Gaming Laptop,12TH GEN CORE I5,8.0,512.0,0.0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,12.0,16.0,69.0,57990.0,CORE I5,CORE I5
51,WebScraper.io,Acer Aspire ES...,ACER,Laptop,454.62,1.0,9,Available,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/static/product/81,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,150.0,Acer Aspire 3 A315-58 Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Iris Xe,15.6,1920 x 1080,4.0,8.0,53.0,43490.0,CORE I5,CORE I5
51,WebScraper.io,Acer Aspire ES...,ACER,Laptop,454.62,1.0,9,Available,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/static/product/81,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,190.0,Acer Aspire 7 A715-51G UN.QGCSI.002 Gaming Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,12.0,16.0,76.0,73990.0,CORE I5,CORE I5
51,WebScraper.io,Acer Aspire ES...,ACER,Laptop,454.62,1.0,9,Available,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/static/product/81,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,238.0,Acer Extensa EX215-54 NX.EGJSI.00N Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Integrated Iris Xe,15.6,1920 x 1080,4.0,8.0,59.0,40990.0,CORE I5,CORE I5
51,WebScraper.io,Acer Aspire ES...,ACER,Laptop,454.62,1.0,9,Available,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/static/product/81,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,290.0,Acer Aspire Vero AV15-51-5155 Laptop,11TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Integrated Iris Xe,15.6,1920 x 1080,4.0,8.0,66.0,54990.0,CORE I5,CORE I5
51,WebScraper.io,Acer Aspire ES...,ACER,Laptop,454.62,1.0,9,Available,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/static/product/81,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,309.0,Acer Nitro 5 AN515-58 Gaming Laptop,12TH GEN CORE I5,8.0,512.0,0.0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,8.0,16.0,69.0,76109.0,CORE I5,CORE I5
51,WebScraper.io,Acer Aspire ES...,ACER,Laptop,454.62,1.0,9,Available,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/static/product/81,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,421.0,Acer Aspire 5 A515-57 2022 Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Iris Xe Graphic,15.6,1920 x 1080,10.0,12.0,66.0,61990.0,CORE I5,CORE I5
51,WebScraper.io,Acer Aspire ES...,ACER,Laptop,454.62,1.0,9,Available,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/static/product/81,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,442.0,Acer Aspire 5 A515-57 Laptop,12TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Iris Xe Graphic,15.6,1920 x 1080,10.0,12.0,63.0,57990.0,CORE I5,CORE I5
51,WebScraper.io,Acer Aspire ES...,ACER,Laptop,454.62,1.0,9,Available,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/static/product/81,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,485.0,Acer Aspire 3 A315-58 Laptop,11TH GEN CORE I5,12.0,512.0,0.0,Windows,Intel Iris Xe,15.6,1920 x 1080,4.0,8.0,60.0,49312.0,CORE I5,CORE I5
51,WebScraper.io,Acer Aspire ES...,ACER,Laptop,454.62,1.0,9,Available,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/static/product/81,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,673.0,Acer Spin 3 SP314-55N Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Irix Xe Graphics,14.0,1920 x 1080,10.0,12.0,59.0,84990.0,CORE I5,CORE I5
51,WebScraper.io,Acer Aspire ES...,ACER,Laptop,454.62,1.0,9,Available,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/static/product/81,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,716.0,Acer Nitro 5 AN515-58 Gaming Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920 x 1080,8.0,16.0,72.0,82990.0,CORE I5,CORE I5
51,WebScraper.io,Acer Aspire ES...,ACER,Laptop,454.62,1.0,9,Available,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/static/product/81,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,717.0,Acer Nitro AN515-57 UN.QEHSI.003 Gaming Laptop,INTEL CORE I5,16.0,512.0,0.0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,6.0,12.0,67.0,62990.0,CORE I5,CORE I5
51,WebScraper.io,Acer Aspire ES...,ACER,Laptop,454.62,1.0,9,Available,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/static/product/81,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,754.0,Acer Aspire 3 A315-58 Laptop,11TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Iris Xe,15.6,1920 x 1080,4.0,8.0,55.0,53990.0,CORE I5,CORE I5
51,WebScraper.io,Acer Aspire ES...,ACER,Laptop,454.62,1.0,9,Available,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/static/product/81,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,796.0,Acer Aspire 7 A715-5G UN.QGBSI.002 Gaming Laptop,12TH GEN CORE I5,16.0,512.0,0.0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,12.0,16.0,65.0,61990.0,CORE I5,CORE I5
51,WebScraper.io,Acer Aspire ES...,ACER,Laptop,454.62,1.0,9,Available,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/static/product/81,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,887.0,Acer TravelMate TMP214-53 Laptop,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Integrated Iris Xe,14.0,1920 x 1080,4.0,8.0,63.0,51990.0,CORE I5,CORE I5
51,WebScraper.io,Acer Aspire ES...,ACER,Laptop,454.62,1.0,9,Available,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/static/product/81,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,890.0,Acer Nitro 5 AN515-57 UN.QEHSI.004 Laptop,11TH GEN CORE I5,8.0,256.0,1000.0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920 x 1080,6.0,12.0,74.0,62999.0,CORE I5,CORE I5
51,WebScraper.io,Acer Aspire ES...,ACER,Laptop,454.62,1.0,9,Available,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/static/product/81,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,891.0,Acer TravelMate TMP214-53 Business Laptop,11TH GEN CORE I5,16.0,512.0,0.0,Windows,Intel Integrated Iris Xe,14.0,1920 x 1080,4.0,8.0,65.0,57990.0,CORE I5,CORE I5
51,WebScraper.io,Acer Aspire ES...,ACER,Laptop,454.62,1.0,9,Available,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/static/product/81,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,894.0,Acer Aspire 3 A315-59 Laptop,12TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Iris Xe Graphics,15.6,1920 x 1080,10.0,12.0,56.0,56699.0,CORE I5,CORE I5
51,WebScraper.io,Acer Aspire ES...,ACER,Laptop,454.62,1.0,9,Available,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/static/product/81,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,915.0,Acer Aspire 5 A515-56 UN.A1ESI.022,11TH GEN CORE I5,8.0,512.0,0.0,Windows,Intel Integrated,15.6,1920 x 1080,4.0,8.0,53.0,49994.0,CORE I5,CORE I5
51,WebScraper.io,Acer Aspire ES...,ACER,Laptop,454.62,1.0,9,Available,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/static/product/81,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I5 7200U,990.0,Acer Aspire 3 A315-58 Laptop,11TH GEN CORE I5,8.0,0.0,1000.0,Windows,Intel Integrated UHD,15.6,1920 x 1080,4.0,8.0,56.0,62999.0,CORE I5,CORE I5
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,1.0,Lenovo V15 ITL G2 82KBA033IH Laptop,11TH GEN CORE I3,8.0,512.0,0.0,Windows,Intel Integrated UHD,15.6,1920 x 1080,2.0,4.0,62.0,33921.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,3.0,Lenovo V15 82KBA03HIH Laptop,11TH GEN CORE I3,8.0,256.0,1000.0,Windows,Intel Integrated UHD,15.6,1920 x 1080,2.0,4.0,66.0,35499.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,231.0,Lenovo IdeaPad Slim 3 81X800LCIN Laptop,11TH GEN CORE I3,8.0,256.0,0.0,Windows,Intel UHD Graphics,15.6,1920 x 1080,2.0,4.0,49.0,33990.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,247.0,Lenovo IdeaPad 3 14ITL6 82H701DYIN Laptop,11TH GEN CORE I3,8.0,512.0,0.0,Windows,Intel Integrated UHD,14.0,1920 x 1080,2.0,4.0,50.0,37990.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,261.0,Lenovo IdeaPad Slim 3 82H701DNIN Laptop,11TH GEN CORE I3,8.0,512.0,0.0,Windows,Intel UHD Graphics,14.0,1920 x 1080,2.0,4.0,48.0,37700.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,272.0,Lenovo IdeaPad Slim 3 82RK006DIN Laptop,12TH GEN CORE I3,8.0,512.0,0.0,Windows,‎Intel UHD Graphics,15.6,1920 x 1080,6.0,8.0,50.0,43999.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,274.0,Lenovo V15 82KBA03TIH Laptop,11TH GEN CORE I3,8.0,256.0,1000.0,Windows,Intel Integrated UHD,15.6,1920 x 1080,2.0,4.0,50.0,37000.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,296.0,Lenovo Ideapad Slim 3 81WB01EBIN Laptop,10TH GEN CORE I3,8.0,512.0,0.0,Windows,Intel Integrated,15.6,1920 x 1080,2.0,4.0,60.0,36490.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,330.0,Lenovo IdeaPad 3 82H801L7IN,11TH GEN CORE I3,8.0,512.0,0.0,Windows,Intel Integrated UHD,15.6,1920 x 1080,2.0,4.0,53.0,37952.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,336.0,Lenovo IdeaPad 3 15ITL6 82H801L3IN Laptop,11TH GEN CORE I3,8.0,256.0,0.0,Windows,Intel Integrated UHD,15.6,1920 x 1080,2.0,4.0,54.0,36001.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,348.0,Lenovo IdeaPad 3 15ITL6 82H800U5IN Laptop,11TH GEN CORE I3,8.0,512.0,0.0,Windows,Intel Integrated UHD,15.6,1920 x 1080,2.0,4.0,55.0,37600.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,361.0,Lenovo V15 ITL 82KBA03JIH Laptop,11TH GEN CORE I3,8.0,512.0,0.0,Windows,Intel Integrated UHD,15.6,1920 x 1080,2.0,4.0,51.0,33990.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,432.0,Lenovo IdeaPad Slim 3 82RJ0040IN Laptop,12TH GEN CORE I3,8.0,512.0,0.0,Windows,‎Intel UHD Graphics,14.0,1920 x 1080,6.0,8.0,59.0,52900.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,454.0,Lenovo Ideapad Slim 3 81WD014XIN Laptop,10TH GEN CORE I3,4.0,256.0,0.0,Windows,Intel Integrated UHD,15.6,1920 x 1080,2.0,4.0,54.0,31990.0,CORE I3,CORE I3
52,WebScraper.io,Lenovo V110-15...,LENOVO,Laptop,454.73,2.0,2,Available,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/static/product/82,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,2026-07-16 15:30:18,CORE I3 6006U,460.0,Lenovo V14 82KAA057IH Laptop,11TH GEN CORE I3,8.0,256.0,0.0,Windows,Intel Integrated UHD,14.0,1920 x 1080,2.0,4.0,53.0,32499.0,CORE I3,CORE I3
